Taxi1,Taxi2
2240,5424
1443,4326
2372,7041
3769,9824
2501,9895
7105,9523
3958,6313
5176,6879
3268,5866
8493,10308
2617,4593
1901,9341
877,4854
4819,8335
5189,7114
4882,5651
429,10356
28,10012
2146,8391
2669,4002
950,2888
862,7205
2075,3263
3145,3931
175,6275
5156,8105
7684,8045
6275,7911
9415,9950
1953,5717
5342,7706
3260,4820
4062,6262
8079,8574
2033,6420
5431,6997
3096,10081
2530,7226
7146,8369
2385,4593
4775,5380
5148,10092
4778,4897
377,9792
5862,9435
817,10064
796,9187
4461,6910
6455,9949
1283,9305
1319,4798
5268,8696
1374,4505
6971,8553
7325,9805
3557,8197
4545,5857
2862,6652
7005,7383
4429,8126
759,2889
948,5794
4183,4687
1777,9059
3644,3655
5674,7105
6916,8065
2809,6991
1868,9177
2873,4532
1131,8130
2862,3619
1277,7955
3579,8895
2953,5989
279,3191
2118,6319
960,5804
3145,6159
3109,4250
3071,7930
459,8262
366,5065
4504,6206
4414,9696
1109,2894
1745,7242
7146,7214
6275,10139
2194,3870
7210,8138
2669,6580
4462,9363
1922,9009
3037,8696
1700,6718
6834,8790
6113,9030
2193,3618
1128,3294
1749,5856
2722,6591
8606,9915
4993,5966
3744,3835
6132,10211
667,6282
1508,6898
2905,8927
5075,8250
5856,8061
6427,7096
9285,10203
7817,8708
437,6005
1495,5158
1395,1544
1343,5518
3306,6992
4039,9795
3201,8696
3015,6062
7318,8960
1767,6785
1992,2931
7711,8662
9835,10239
3259,9805
5595,9575
7049,8728
5070,7475
3496,8994
2205,7361
6111,8179
772,2669
2448,4867
6238,10206
1111,2135
5744,6665
116,1052
725,8515
42,5075
1110,9080
7146,9792
5332,7660
6366,6419
1313,2269
2534,3106
1130,3316
9151,9987
1131,6170
3495,8742
6172,8805
2127,2193
852,1093
1037,4256
6885,7923
132,1935
6723,9093
715,8177
1131,3137
5505,6275
3123,9513
5415,9765
5109,6275
157,2931
3142,8065
7629,8606
3336,4144
5822,7645
3953,9970
3418,6428
2487,9302
310,7310
1788,4605
1961,6977
6211,7605
5502,9360
9736,10209
3511,5838
3015,8640
5759,9925
5692,8703
6332,9063
549,6545
5867,7014
5564,7205
177,4687
772,8280
366,422
5894,8837
3189,6726
2967,8599
2669,4970
1415,1741
4842,7220
4183,8338
3787,8338
1110,8275
7419,10085
3467,6670
5368,6512
8625,9136
672,8049
2374,4298
3132,9575
1757,9025
1191,3918
5024,5921
8622,8838
8374,8736
1557,7459
4888,6814
6393,6656
4397,9206
7133,7220
6730,9459
2272,9656
6159,6260
1706,4549
9066,9983
312,6201
3015,7485
5565,6275
2896,3821
7118,8817
2672,4113
4798,7271
5070,5515
836,2414
839,1931
4980,6753
3708,8580
3015,4452
3579,6480
8581,9187
1513,8291
1277,5540
18,2721
4443,8800
3319,4863
1075,8065
3969,6665
4698,6286
9366,9871
25,3111
8053,10199
2036,7285
8696,10076
1480,2866
865,9918
2130,6166
5929,7087
3007,7193
2966,4186
4549,6193
1417,8179
3557,4627
5143,9561
131,6166
4582,4798
850,5853
3587,5967
6665,7128
538,4046
4578,8062
1353,9857
4020,9232
11,5283
1131,4560
6172,7195
7137,9567
3579,5325
4267,9109
2094,4607
5860,9552
5017,8109
1175,4108
6252,8652
1964,2282
3015,6680
2560,9483
5191,9201
1526,8472
6818,8474
366,4878
963,3636
5257,10198
4732,8098
364,2553
3015,3647
861,2605
4321,6312
6275,9952
5243,6358
676,9241
728,3015
8647,10133
5593,7114
2324,2975
8459,10082
7050,9948
1730,8652
3781,5809
2669,6393
4443,4962
4745,8710
323,8564
1477,8179
1563,7199
950,8662
1843,9468
2927,3426
543,3585
3189,8499
823,5854
818,5510
216,746
715,2379
5940,6821
100,3015
2118,8360
4327,9109
3637,8662
5163,7129
6790,8654
2960,6168
3015,5875
5203,9911
4725,6903
7146,9255
960,4812
8305,8460
1328,9934
1273,3057
3666,4115
4096,9361
1341,7887
125,1732
3915,4819
3579,4870
4544,7242
6831,7150
790,9504
1043,9950
6335,9952
2660,4371
5970,9265
5070,7288
5096,6257
736,6989
2193,5659
3683,4469
5085,7596
7146,9605
7201,9312
1563,3011
3500,5516
2318,4607
3964,8094
7883,9117
1625,9524
639,6275
2721,2745
2313,7646
109,3077
7192,8445
248,5895
1753,5737
965,4001
1309,2313
3117,6128
195,5480
909,4823
2922,5660
1277,2775
3111,7811
5315,5964
3021,9049
2203,2940
3978,4363
251,5762
3541,4362
4067,10070
4186,5066
4915,5441
8270,9354
2537,5445
4500,6919
1854,2005
9601,9605
945,6358
3324,9208
1106,7215
8425,9642
1324,8606
145,4962
7146,8800
4863,7910
9071,9790
725,1107
1946,8360
7641,8779
1693,7914
3028,4901
5454,8351
6078,8178
479,7467
7258,8260
4082,4312
1277,5003
3579,5943
5071,5580
1686,3710
8088,8717
2396,5563
3144,9398
2764,3515
1277,8386
5976,7120
1329,2160
1277,1970
1466,4875
1870,8900
4707,6966
5478,6843
1961,9018
3847,7828
4798,7084
1059,3962
5037,7100
3915,6242
3015,4265
1277,5353
307,2637
7146,7645
2889,5846
3104,6966
549,8586
2054,8428
112,1415
2417,6036
2324,10009
1921,8838
3972,5995
4526,7335
4839,5580
3290,9573
2294,4882
2514,2936
7924,9455
8639,9355
6361,7311
1605,8043
7391,10078
5436,6967
1353,6287
16,8473
7165,8045
9133,9863
950,2864
4652,6104
7195,10139
2682,7623
750,8468
2866,3768
7315,7989
4452,5292
3557,7823
2313,6036
405,4269
2127,6812
6953,7573
412,5440
89,91
1965,8736
5208,7490
5540,9949
3088,6032
4330,6992
249,723
3915,8470
3015,6493
4644,8845
3579,8521
28,5450
3106,5857
709,8063
1551,6652
8305,9078
2352,7869
5318,8035
650,4450
405,4619
3579,5488
1210,3326
3543,3579
1580,2105
1741,9378
4252,8240
1700,2961
2042,6108
4509,9559
3420,4677
4745,5140
3680,5570
7392,9498
2910,9301
1408,5970
9324,9407
6332,7266
3541,6135
2285,6997
1409,9578
2104,3953
4461,8764
3186,7664
3678,8126
2886,7372
1757,10261
6821,7430
3557,3635
8503,8662
2591,7454
698,7473
2620,5940
2587,9964
7718,9109
686,3706
4863,9683
6723,9524
2146,6057
3801,7378
6879,7785
4484,6654
5767,8369
5550,9832
750,4630
3642,8819
1557,5662
4134,8527
4615,8800
675,8428
5250,9570
6246,7091
2545,6705
862,1838
4007,4221
1085,9989
3296,9313
6656,8652
591,6448
2229,8162
1350,4810
6026,8256
1740,5719
486,2490
2884,10308
2414,7161
1454,2881
4186,9067
3938,5555
6749,8062
4872,6362
6892,8370
3781,4817
2936,3301
5463,10213
4649,8010
977,1946
5139,7645
10190,10214
4963,9109
70,3716
2654,6998
1255,8306
1277,5621
872,7787
8525,9336
1377,6202
4861,8051
6193,6275
3579,9944
1533,6715
905,7146
5762,7220
4640,6362
5822,7271
6665,8714
4578,9648
875,8435
4194,6275
3793,5177
3579,6911
3954,6034
6471,8848
366,9497
2536,8820
6209,6404
5865,6594
7427,7724
6656,7847
326,6688
3564,9262
212,9030
4099,6388
1511,4862
1948,4863
5442,8154
5657,9274
6275,8155
1724,5909
4745,9946
1732,9934
294,4898
5894,8463
3657,8672
4596,9823
2910,7691
4589,8652
2414,9739
2966,8000
2560,3148
98,4205
4358,6275
4593,9525
2413,10268
6945,9828
1133,5818
5073,8472
4398,9057
2127,7430
3801,8801
3579,5756
5208,8108
1313,4473
300,2927
2963,7702
2858,3744
1526,5520
2682,5208
1116,7342
736,1459
61,2044
162,8512
7311,8838
675,3435
2366,6665
2154,8472
4924,5316
8126,8233
4728,5404
877,4293
7625,9937
89,1059
3822,10028
6649,6652
675,6818
8333,8711
2669,3441
4976,8889
1229,1742
4224,6810
1356,3015
7242,7920
1700,3579
950,8743
3228,5125
7806,9948
4882,8473
918,9959
2258,5038
1785,3128
2791,5501
5895,7883
2127,6275
4372,6681
2096,6962
5208,6953
5767,8637
2472,9693
1192,5243
5075,5111
4305,8842
1098,5581
633,6942
2925,7194
7971,9419
249,9985
6021,6652
3275,8704
6632,7745
2172,4863
1499,6275
1745,9714
2294,3540
207,310
776,9852
1898,3540
6965,7396
6665,7104
5316,7021
177,2353
7828,9491
1830,2847
3049,8519
5659,7360
6275,9578
5867,8063
3723,8463
2596,7261
2761,5608
2914,5850
3946,10198
6825,7012
2785,3750
2172,5213
54,6834
820,5613
10,146
4660,8787
3557,6481
6275,6545
6397,8228
4582,6652
2438,2888
2443,3232
2477,9232
2873,9232
2193,9473
5640,5805
2849,8838
2187,8904
7106,9856
6146,7828
2560,7954
3768,7832
1495,7630
60,6275
1335,3965
2157,4531
6818,6945
1837,5115
3779,4958
1907,10018
3557,6831
5854,7427
725,9109
1277,9622
7473,8337
1131,9797
6569,8870
5160,9490
6665,9332
5478,8079
7033,7284
3671,7118
8800,8846
2363,7790
3171,10178
6834,7074
5466,9947
5039,7628
8523,9477
5378,7848
265,3647
1268,2339
5930,8361
8552,8717
3483,4034
90,8719
955,7477
676,8062
4470,8639
580,1938
5371,10060
5268,6175
6121,8306
8910,9364
6093,6258
5589,9199
2941,7622
3462,8822
1566,2154
8761,9241
5650,5688
6044,9779
4798,7165
1350,4973
4930,6530
4868,5652
842,5506
1695,8391
5797,6115
1838,3781
1812,2560
752,2580
5079,10036
1378,6240
2402,3557
2491,9264
8535,9837
130,6963
1131,8992
1563,9403
876,8473
191,8370
52,4828
2180,3895
3957,6899
2274,7694
3981,5041
4103,5970
3542,7623
1866,6179
3206,8428
2544,2859
995,6852
1466,8689
5630,8045
4821,5432
5165,5996
366,2894
5932,7629
2857,6739
4194,9471
6412,7146
3015,8079
426,3699
2067,9094
2566,3557
7056,8533
2596,5651
2909,3896
1950,4722
448,8561
9010,9140
4705,9579
1935,7073
4025,9820
4801,10041
5895,8851
2435,7396
785,4167
5477,5894
1934,9100
4926,8989
1153,2873
2,1277
3985,4005
9064,9376
4394,9128
8561,10253
2522,10024
5970,9964
5232,6063
1438,3234
2858,3557
2642,7874
3418,8095
2862,10092
4985,9569
8621,8806
3015,6924
1938,3557
8894,9904
269,2560
1738,6909
960,5861
5442,6812
1120,8028
7630,10094
562,9198
5409,8584
3045,6766
3886,7382
2669,9670
9768,9879
4314,5385
2917,7520
7674,9642
217,5753
1982,6488
2782,4851
9915,10306
2172,5831
4252,5638
7397,8021
1389,2187
6275,7163
8978,9201
1825,4969
3372,5067
3088,5308
7456,8601
4027,6459
818,2371
5552,7707
750,8094
2656,8280
5483,5658
2938,4960
5075,8307
1563,4410
842,3896
28,8109
5141,5894
3737,6104
8840,8863
3047,4903
3233,8291
2618,8927
1113,2669
6785,8554
7215,7384
4393,4688
1060,8670
1277,7207
9336,10198
1860,7033
3484,9041
3233,5258
1146,2028
523,2803
9578,9731
251,395
4812,9775
3998,6818
1830,2660
8263,9232
1642,9025
2669,8865
395,3557
3015,9502
16,6944
862,5652
1787,4461
8449,8833
2289,5611
2967,9461
5460,6963
1919,4580
3557,6294
1076,3137
2877,6535
1439,1499
9138,9809
7073,10310
2195,10113
6388,10207
3367,3918
4671,5756
729,3029
5061,6665
3003,8337
3743,5895
7222,7400
3306,5894
1439,4882
919,2372
193,5678
7885,9407
1096,1510
5015,8949
8692,8941
251,5656
1971,7372
2486,3122
34,703
2434,2932
3081,6715
5973,8652
1938,4980
3772,8518
1520,2777
1747,6166
3959,9842
1580,6992
6569,8683
5413,6743
2560,4734
6660,8801
366,6545
5414,10351
152,6027
310,7367
995,1054
4909,8903
3009,4745
366,3512
1825,3009
6054,9930
4216,7404
3538,8472
2160,3487
2853,8369
8181,9526
2969,4565
8201,10178
541,5206
7146,9044
3557,5489
1563,2450
2435,4631
7199,7924
2746,6213
2560,3579
4590,6275
5075,9730
2339,7552
6138,8473
2401,9184
1931,3785
3018,7840
2892,9421
538,8291
5758,5973
2406,6495
2055,5514
6814,8463
7137,7396
843,5894
2617,4463
7400,7806
1170,1593
715,4396
837,5325
302,8199
3015,4509
2330,4406
2669,3872
3655,4869
5243,7220
1946,7449
24,5976
1113,4442
7121,9522
3284,5865
3015,7892
768,6659
4462,10038
978,1773
4619,6989
7019,8464
1563,8061
4959,7811
1466,3964
1409,7594
1932,9621
2560,9190
2560,2774
6362,7376
2085,3447
4015,8945
2127,7056
3899,4798
7629,10086
3866,8822
7283,9449
6660,10224
3766,5208
5199,9900
1364,7070
5593,6821
5099,6286
746,1773
2112,5243
3015,6737
2767,6635
3290,8662
2894,8662
3787,9468
2961,3468
4819,7400
3759,7420
4356,5424
2613,6168
4688,7883
2360,7974
1455,3401
3579,5732
3942,9756
8044,8234
6989,9352
5000,6657
4177,6620
2881,3889
5553,10024
3781,5866
2915,9889
1131,3462
4178,9474
5967,9075
2230,2616
1946,3611
3560,4177
2969,9371
5467,7971
768,9237
4545,7955
875,2718
5990,7746
4980,7883
6607,8654
1218,9473
3403,9828
688,6275
3300,5943
478,9663
1586,8179
75,2076
5044,8807
1775,3914
1131,3812
4527,9978
1218,6440
588,6044
5445,6118
2274,2514
4672,9578
3638,9321
1561,6779
898,3991
4850,5908
6992,8845
8554,9221
2422,8801
2331,6431
1149,1358
3015,9315
980,6275
584,6275
2669,8678
1578,7133
3438,4722
136,4607
1925,4962
3845,9018
827,8662
7171,8029
2596,6887
8296,8404
734,6219
1725,3396
5085,7653
730,8729
3557,6107
1530,7092
5611,6945
2873,8858
5860,7649
3747,9614
1309,5403
5641,9039
717,1327
2967,6241
1600,4798
1748,5450
605,10131
3119,9264
3207,4947
3895,8731
3991,9193
1180,5932
7387,8943
8717,9750
2122,7354
1131,3007
1311,8078
31,4382
146,4894
7969,8544
808,7457
627,5167
2138,4854
6095,6361
5787,8460
1761,1898
1277,6215
1399,7898
675,1451
6810,8558
4291,9835
862,1277
6118,7284
9356,9858
2536,9064
8428,9997
56,3099
3015,8510
5964,6817
3810,6529
2407,9593
1323,5809
6749,7501
1794,4640
1472,8561
8232,10058
2313,9931
8662,8888
4689,6848
71,9042
386,1698
6086,8877
8670,8749
35,7133
4406,9943
3744,5128
1101,3895
1409,1796
4686,5796
3621,6226
968,4305
596,8863
5520,10159
1277,5060
1378,5866
8491,9945
6101,9158
3090,3557
2837,3111
4112,6463
4265,7459
4889,9538
3896,5118
1747,5174
3385,6134
3643,4672
1399,10126
1370,4470
2894,9280
6168,7347
8126,8477
1170,7822
578,3746
5316,8070
5787,7655
1088,8921
250,8576
4443,8670
4808,7105
3015,4322
2356,3188
3078,8054
6089,7993
6247,8579
84,5840
6565,7922
2205,8654
356,1832
6871,9160
1231,8448
2943,6139
794,1277
3944,8168
1673,2377
3015,7705
6549,6665
8696,9946
1324,4475
4687,5997
6275,7594
193,3531
3154,4107
113,8463
2883,8717
9318,9700
2496,8079
8139,8308
875,3336
1157,2268
4462,6818
4897,5992
3658,4549
576,6652
189,10178
6665,6998
5987,8066
2085,3260
2525,9948
2315,6166
3712,4785
8156,8662
312,8299
7127,8749
2147,9773
6815,6942
9626,10203
957,2587
132,6611
7434,9431
6966,7111
4817,7167
2986,8064
6785,8985
3015,6550
6659,9812
4166,5894
2669,5913
4128,9574
3049,5380
3973,5499
4420,6942
2770,3713
4346,4549
1016,6550
2917,7146
3579,5545
3942,9569
6275,9822
2127,2331
8207,9731
449,4224
2606,8193
5658,8133
9482,10050
1480,1931
6452,8179
6211,9248
15,4117
4549,5258
3246,5520
823,8757
448,7382
1902,6535
1850,6345
1100,5093
1535,5021
4396,7645
2560,8198
4580,10206
1593,2747
1935,5894
4677,7106
2986,3876
1272,3106
3579,4390
255,544
1872,4791
2894,4287
970,6151
877,5960
5846,6275
2680,3015
3666,7018
3891,9580
3915,7722
8545,8571
897,950
7146,9125
2956,8548
2672,8789
6810,9176
5633,8611
2923,6156
2424,8687
3847,6275
1827,4267
901,1069
9786,10060
2229,8219
1108,8717
2569,2625
2608,8215
798,9989
2389,9605
7764,8356
2972,3015
1566,8814
3598,5921
1884,7403
4957,8220
1750,4959
3599,8775
356,10021
791,9949
4528,9992
5082,7168
8385,10137
5264,5896
3557,9303
7284,7904
875,1726
6948,7955
4401,7184
9499,9599
2111,2871
1369,8650
6952,8828
187,1325
5536,7523
3120,5515
720,1788
2678,2918
3579,10001
3801,6630
1712,8989
34,10128
1741,7475
4136,8606
342,8029
1586,4154
366,6171
3045,7815
2740,3015
3602,8672
3724,9601
2647,6988
6399,7339
1359,8312
3847,5470
483,4477
3700,8426
6773,9243
5180,6548
3779,6275
2669,7686
1795,4678
6559,7971
3754,8662
1787,9698
8516,8876
3557,5115
1351,3883
7194,7206
4122,9997
1323,2589
2560,3205
31,3040
874,4483
168,9919
3678,6573
6945,9885
2931,4838
8153,9763
1773,9241
3557,8498
2029,6952
3746,4987
3772,3956
6607,6857
4527,4798
4494,8822
1182,8019
2560,6588
1746,10047
5478,9746
631,3944
2858,3801
4817,7785
366,1983
3296,7410
345,1860
2924,4798
3674,6050
3294,6583
3015,7168
9613,9835
1466,4745
3075,4967
215,5951
652,1788
5316,7883
1391,2127
2889,5716
1700,3636
7362,8079
6410,10076
6992,7048
1567,1794
1723,7969
2605,9340
3534,9803
1729,5505
2128,9186
2560,5433
1794,3648
2353,5332
2434,7014
4839,8833
7081,9722
818,9031
686,998
1840,6275
5921,6128
2163,5208
4954,7093
1776,2318
1805,7220
3866,5065
8031,10281
1971,8421
999,9042
7067,8511
527,9232
465,1938
4026,6451
3558,4131
401,6649
4112,5471
3176,8001
4014,9100
1309,6989
3554,6641
215,8179
7193,10313
6933,8696
799,4443
3660,7067
7469,8676
3644,6534
4069,5774
6211,8711
2424,2889
9578,9975
5531,8952
3697,3916
4559,5409
278,2462
9232,9338
1701,6466
2489,4038
2669,9109
5468,8603
1695,2487
4843,8551
8007,8732
290,8888
1016,3330
1131,9504
1563,9915
1704,2950
6358,8357
8660,9297
5215,7376
5492,5964
3866,7293
8511,9174
6701,8696
106,4048
5178,7494
3148,4798
696,881
823,2154
1563,6882
6482,7834
4839,8028
5617,7541
528,8652
3549,8525
4578,6940
629,9458
7133,8326
283,8067
803,4161
1768,6533
1059,8288
4443,8312
1277,9679
1212,2868
3915,4152
4608,8280
7431,8168
6355,8409
779,2986
6785,7993
687,9813
7024,10261
4851,5005
1370,2673
7282,8045
2669,4921
7211,9333
2796,3942
177,8021
1768,6883
154,6317
3843,8598
667,7656
1637,3956
1924,7396
3075,6740
368,10218
1757,2560
5401,5822
4962,9158
2324,8269
4177,5441
4027,8126
5856,6402
639,2575
4526,5595
3803,9172
6301,7018
1131,2283
4255,10205
4584,8983
4372,5128
6519,8409
2560,10239
3843,8948
3329,6283
6073,8322
2222,7211
6138,8717
7922,8728
5742,8717
5854,9712
4018,9511
3113,4938
3918,10061
4738,9800
877,8001
5724,7387
4320,7597
8186,9740
2580,7858
1563,9460
715,1257
2335,8027
1239,6138
5418,6526
4415,7834
2672,4414
4007,6319
1832,6652
1871,6580
519,6980
4018,9861
861,10127
7898,10212
3015,4753
3579,6781
1740,7817
10239,10326
6130,8425
4043,5195
3284,6109
323,6287
8387,9622
2205,2669
3070,7843
5429,9317
6838,7199
926,1827
6275,8025
2853,7808
4969,5360
1948,4733
2934,8736
956,10337
2076,3198
5214,8574
567,5866
6888,9945
3557,4928
1378,8525
2813,7628
4578,8363
70,2781
2365,5960
1372,7956
1131,4861
2117,2448
845,9193
7228,9986
2560,6401
1557,6955
1712,4614
1274,4388
1931,6607
558,2720
3111,6689
3954,8132
2521,3440
5313,8179
5533,6233
5127,5545
3270,5221
6656,9945
2415,6427
3719,8265
1370,7479
2850,5601
3015,3948
3579,5976
4319,9950
3075,8163
7146,7328
4597,5730
3721,8311
8382,8473
1329,8609
5646,7049
1451,10292
6275,7220
2137,6833
7235,10002
6736,8369
7118,8663
5301,7014
1409,10066
4250,4868
974,3722
1164,9481
357,8449
1353,5970
5016,10036
2554,4677
878,7397
3966,8492
2991,5432
534,2669
3340,5586
1029,6812
6354,9206
6173,10326
31,2048
5987,7692
9471,9541
2905,9041
4951,5854
629,3660
5052,6660
1277,10297
3977,5648
2767,9107
6566,10028
1277,3881
4854,5921
1745,6201
7376,9079
3510,6936
1741,8711
347,9609
3945,6864
4889,8359
345,7284
3509,6711
2172,4733
59,282
5002,5792
4668,6670
3603,6346
6784,8386
2419,8774
3257,5709
9578,9788
63,7571
1240,7382
1916,3989
918,5641
3015,9559
3015,3143
4443,7491
3034,7357
1757,9594
7335,9428
4692,8195
6526,6815
5580,8657
2393,6772
485,5759
6025,9273
2878,10227
1106,1905
2164,5222
4182,6403
1260,5755
4992,5454
475,2038
1789,8728
5509,6912
6073,8940
1002,4184
2554,3872
2533,9411
1306,4595
1409,6228
27,10169
4227,5772
803,3974
288,8978
187,1756
5689,8950
2867,5500
527,8240
7538,9356
3015,8404
3142,8179
3259,8764
1526,10196
965,7685
4795,7919
2087,2127
862,4554
5574,7657
4798,8190
5101,5747
6283,6656
3974,4545
5342,8088
2862,8539
899,7819
118,838
3290,7296
1958,9826
530,5478
1557,8728
7868,7955
1775,10119
676,4549
4215,4607
3015,8754
667,1053
4500,7220
2669,8117
7187,7971
3636,4900
6239,8986
2137,8256
6275,8643
6834,10327
1178,9082
7288,8053
6233,9171
3468,6255
136,7429
1414,8800
6204,6898
8126,8371
1653,4652
818,7234
1563,5890
1248,6818
4990,7205
1721,9482
3374,9222
6812,8474
4401,6810
1466,1793
1187,6542
4327,4417
751,9395
1828,6346
147,1552
6843,7006
7376,7469
7092,7710
3852,8473
1773,10022
9703,10159
3815,9345
4697,9962
1922,6358
7708,9147
2393,8195
10,1439
2320,6404
887,1712
6580,8474
942,2173
978,1830
2313,5987
3059,6743
1348,6244
2566,6810
4863,7406
2683,8149
4250,8869
5735,7335
7328,10030
659,8651
3985,6908
2617,9781
2313,6337
1530,9109
5205,8274
